trafficindexdate,minimum_traffic_index,maximum_traffic_index,average_traffic_index
2022-08-07 00:00:00 +0000 +0000,1,42,17.4840989399293286
2022-08-08 00:00:00 +0000 +0000,1,62,28.7881944444444444
2022-08-09 00:00:00 +0000 +0000,1,63,28.9712230215827338
2022-08-10 00:00:00 +0000 +0000,1,63,29.5000000000000000
2022-08-11 00:00:00 +0000 +0000,2,58,24.8111888111888112
2022-08-12 00:00:00 +0000 +0000,1,62,28.8333333333333333
2022-08-13 00:00:00 +0000 +0000,1,47,24.4652777777777778
2022-08-14 00:00:00 +0000 +0000,1,36,18.1180555555555556
2022-08-15 00:00:00 +0000 +0000,1,60,29.1184668989547038
2022-08-16 00:00:00 +0000 +0000,1,65,29.7361111111111111
2022-08-17 00:00:00 +0000 +0000,1,63,29.3506944444444444
2022-08-18 00:00:00 +0000 +0000,1,65,30.3541666666666667
2022-08-19 00:00:00 +0000 +0000,1,63,30.7743055555555556
2022-08-20 00:00:00 +0000 +0000,1,49,26.3680555555555556
2022-08-21 00:00:00 +0000 +0000,1,38,19.3414634146341463
2022-08-22 00:00:00 +0000 +0000,1,65,30.1493055555555556
2022-08-23 00:00:00 +0000 +0000,1,65,31.1909722222222222
2022-08-24 00:00:00 +0000 +0000,2,69,32.9479166666666667
2022-08-25 00:00:00 +0000 +0000,2,60,32.0069444444444444
2022-08-26 00:00:00 +0000 +0000,1,69,30.5923344947735192
2022-08-27 00:00:00 +0000 +0000,1,47,24.8432055749128920
2022-08-28 00:00:00 +0000 +0000,1,36,17.5277777777777778
2022-08-29 00:00:00 +0000 +0000,1,56,24.7361111111111111
2022-08-30 00:00:00 +0000 +0000,1,36,18.6232394366197183
2022-08-31 00:00:00 +0000 +0000,1,58,29.0175438596491228
2022-09-01 00:00:00 +0000 +0000,1,69,32.0416666666666667
2022-09-02 00:00:00 +0000 +0000,1,71,33.1076388888888889
2022-09-03 00:00:00 +0000 +0000,1,56,29.2777777777777778
2022-09-04 00:00:00 +0000 +0000,1,47,23.5992366412213740
2022-09-05 00:00:00 +0000 +0000,1,69,32.3506944444444444
2022-09-06 00:00:00 +0000 +0000,1,71,32.8159722222222222
2022-09-07 00:00:00 +0000 +0000,1,71,33.2847222222222222
2022-09-08 00:00:00 +0000 +0000,1,72,34.2160278745644599
2022-09-09 00:00:00 +0000 +0000,1,71,34.5993031358885017
2022-09-10 00:00:00 +0000 +0000,1,60,32.0664335664335664
2022-09-11 00:00:00 +0000 +0000,1,47,23.2062937062937063
2022-09-12 00:00:00 +0000 +0000,1,62,29.1250000000000000
2022-09-13 00:00:00 +0000 +0000,1,67,30.9652777777777778
2022-09-14 00:00:00 +0000 +0000,1,69,32.0627177700348432
2022-09-15 00:00:00 +0000 +0000,1,71,32.7944250871080139
2022-09-16 00:00:00 +0000 +0000,1,72,34.1354166666666667
2022-09-17 00:00:00 +0000 +0000,1,58,30.8641114982578397
2022-09-18 00:00:00 +0000 +0000,1,51,21.0451388888888889
2022-09-19 00:00:00 +0000 +0000,1,65,30.2673611111111111
2022-09-20 00:00:00 +0000 +0000,1,69,32.3263888888888889
2022-09-21 00:00:00 +0000 +0000,1,71,33.4687500000000000
2022-09-22 00:00:00 +0000 +0000,8,80,40.0937500000000000
2022-09-23 00:00:00 +0000 +0000,4,71,34.5451388888888889
2022-09-24 00:00:00 +0000 +0000,1,63,31.0868055555555556
2022-09-25 00:00:00 +0000 +0000,1,54,24.0418118466898955
2022-09-26 00:00:00 +0000 +0000,1,65,28.5156794425087108
2022-09-27 00:00:00 +0000 +0000,1,69,31.9377162629757785
2022-09-28 00:00:00 +0000 +0000,1,69,31.4355400696864111
2022-09-29 00:00:00 +0000 +0000,1,74,32.9190140845070423
2022-09-30 00:00:00 +0000 +0000,1,72,34.2777777777777778
2022-10-01 00:00:00 +0000 +0000,1,63,32.1145833333333333
2022-10-02 00:00:00 +0000 +0000,1,49,22.9027777777777778
2022-10-03 00:00:00 +0000 +0000,1,74,31.2777777777777778
2022-10-04 00:00:00 +0000 +0000,1,72,33.2536231884057971
2022-10-05 00:00:00 +0000 +0000,2,72,34.6866197183098592
2022-10-06 00:00:00 +0000 +0000,1,76,34.6592592592592593
2022-10-07 00:00:00 +0000 +0000,1,72,35.1007462686567164
2022-10-08 00:00:00 +0000 +0000,1,63,30.9270072992700730
2022-10-09 00:00:00 +0000 +0000,1,53,21.9700374531835206
2022-10-10 00:00:00 +0000 +0000,1,63,28.5756097560975610
2022-10-11 00:00:00 +0000 +0000,1,72,32.0036101083032491
2022-10-12 00:00:00 +0000 +0000,4,74,43.8082901554404145
2022-10-13 00:00:00 +0000 +0000,1,76,34.0106007067137809
2022-10-14 00:00:00 +0000 +0000,1,74,34.8637992831541219
2022-10-15 00:00:00 +0000 +0000,9,74,41.3566433566433566
2022-10-16 00:00:00 +0000 +0000,1,49,20.3194444444444444
2022-10-17 00:00:00 +0000 +0000,1,69,28.7256944444444444
2022-10-18 00:00:00 +0000 +0000,1,78,32.8392857142857143
2022-10-19 00:00:00 +0000 +0000,1,71,33.8437500000000000
2022-10-20 00:00:00 +0000 +0000,1,78,32.8888888888888889
2022-10-21 00:00:00 +0000 +0000,1,76,32.1584905660377358
2022-10-22 00:00:00 +0000 +0000,1,65,32.8133802816901408
2022-10-23 00:00:00 +0000 +0000,1,56,23.4964788732394366
2022-10-24 00:00:00 +0000 +0000,1,71,30.0174216027874564
2022-10-25 00:00:00 +0000 +0000,1,72,30.8964143426294821
2022-10-26 00:00:00 +0000 +0000,1,74,30.6255144032921811
2022-10-27 00:00:00 +0000 +0000,1,78,36.3854166666666667
2022-10-28 00:00:00 +0000 +0000,2,71,35.9714285714285714
2022-10-29 00:00:00 +0000 +0000,1,54,26.7379032258064516
2022-10-30 00:00:00 +0000 +0000,1,53,22.1748251748251748
2022-10-31 00:00:00 +0000 +0000,1,69,28.4634146341463415
2022-11-01 00:00:00 +0000 +0000,1,72,33.7789473684210526
2022-11-02 00:00:00 +0000 +0000,1,72,33.3611111111111111
2022-11-03 00:00:00 +0000 +0000,1,72,31.7708333333333333
2022-11-04 00:00:00 +0000 +0000,1,74,32.7269503546099291
2022-11-05 00:00:00 +0000 +0000,1,69,30.8881118881118881
2022-11-06 00:00:00 +0000 +0000,1,54,22.8919860627177700
2022-11-07 00:00:00 +0000 +0000,1,72,30.7298245614035088
2022-11-08 00:00:00 +0000 +0000,1,76,33.3391608391608392
2022-11-09 00:00:00 +0000 +0000,1,80,43.4229074889867841
2022-11-10 00:00:00 +0000 +0000,1,76,34.6736111111111111
2022-11-11 00:00:00 +0000 +0000,1,78,35.2256944444444444
2022-11-12 00:00:00 +0000 +0000,1,65,32.3902439024390244
2022-11-13 00:00:00 +0000 +0000,1,62,24.9929824561403509
2022-11-14 00:00:00 +0000 +0000,1,72,31.6223776223776224
2022-11-15 00:00:00 +0000 +0000,1,81,33.9642857142857143
2022-11-16 00:00:00 +0000 +0000,1,80,35.8506944444444444
2022-11-17 00:00:00 +0000 +0000,1,90,40.0383275261324042
2022-11-18 00:00:00 +0000 +0000,1,76,33.6631944444444444
2022-11-19 00:00:00 +0000 +0000,1,65,31.4201388888888889
2022-11-20 00:00:00 +0000 +0000,1,54,21.4877192982456140
2022-11-21 00:00:00 +0000 +0000,1,74,38.5742971887550201
2022-11-22 00:00:00 +0000 +0000,4,76,35.7222222222222222
2022-11-23 00:00:00 +0000 +0000,1,90,37.2125435540069686
2022-11-24 00:00:00 +0000 +0000,1,80,36.9757785467128028
2022-11-25 00:00:00 +0000 +0000,2,72,34.6310344827586207
2022-11-26 00:00:00 +0000 +0000,4,63,32.1614035087719298
2022-11-27 00:00:00 +0000 +0000,1,51,20.6538461538461538
2022-11-28 00:00:00 +0000 +0000,1,67,28.3658536585365854
2022-11-29 00:00:00 +0000 +0000,1,78,34.4062500000000000
2022-11-30 00:00:00 +0000 +0000,6,74,35.4221453287197232
2022-12-01 00:00:00 +0000 +0000,6,90,40.2711267605633803
2022-12-02 00:00:00 +0000 +0000,1,78,39.8931034482758621
2022-12-03 00:00:00 +0000 +0000,1,69,31.5674740484429066
2022-12-04 00:00:00 +0000 +0000,1,56,21.9405594405594406
2022-12-05 00:00:00 +0000 +0000,1,72,32.5243055555555556
2022-12-06 00:00:00 +0000 +0000,1,74,34.5296167247386760
2022-12-07 00:00:00 +0000 +0000,1,78,33.2857142857142857
2022-12-08 00:00:00 +0000 +0000,1,80,34.6034482758620690
2022-12-09 00:00:00 +0000 +0000,1,72,33.3902439024390244
2022-12-10 00:00:00 +0000 +0000,1,63,30.1180555555555556
2022-12-11 00:00:00 +0000 +0000,1,56,19.6933797909407666
2022-12-12 00:00:00 +0000 +0000,4,72,32.5191637630662021
2022-12-13 00:00:00 +0000 +0000,1,78,39.9687500000000000
2022-12-14 00:00:00 +0000 +0000,1,80,32.7743055555555556
2022-12-15 00:00:00 +0000 +0000,1,81,36.0625000000000000
2022-12-16 00:00:00 +0000 +0000,1,78,33.9270833333333333
2022-12-17 00:00:00 +0000 +0000,1,69,32.0590277777777778
2022-12-18 00:00:00 +0000 +0000,1,58,20.7122302158273381
2022-12-19 00:00:00 +0000 +0000,4,76,37.2941176470588235
2022-12-20 00:00:00 +0000 +0000,2,81,37.1328671328671329
2022-12-21 00:00:00 +0000 +0000,1,80,35.5993031358885017
2022-12-22 00:00:00 +0000 +0000,1,85,36.3529411764705882
2022-12-23 00:00:00 +0000 +0000,1,80,34.1145833333333333
2022-12-24 00:00:00 +0000 +0000,1,67,32.6030534351145038
2022-12-25 00:00:00 +0000 +0000,4,51,23.4947368421052632
2022-12-26 00:00:00 +0000 +0000,1,76,32.8263888888888889
2022-12-27 00:00:00 +0000 +0000,1,83,36.7500000000000000
2022-12-28 00:00:00 +0000 +0000,1,81,36.1352313167259786
2022-12-29 00:00:00 +0000 +0000,1,85,37.8715277777777778
2022-12-30 00:00:00 +0000 +0000,1,74,33.6770833333333333
2022-12-31 00:00:00 +0000 +0000,1,44,23.1293532338308458
2023-01-01 00:00:00 +0000 +0000,1,45,16.9270833333333333
2023-01-02 00:00:00 +0000 +0000,1,67,26.0034602076124567
2023-01-03 00:00:00 +0000 +0000,1,72,31.3728222996515679
2023-01-04 00:00:00 +0000 +0000,1,83,31.9750889679715302
2023-01-05 00:00:00 +0000 +0000,1,72,31.2500000000000000
2023-01-06 00:00:00 +0000 +0000,1,72,32.5312500000000000
2023-01-07 00:00:00 +0000 +0000,1,62,27.4375000000000000
2023-01-08 00:00:00 +0000 +0000,1,47,16.7500000000000000
2023-01-09 00:00:00 +0000 +0000,1,69,29.2569444444444444
2023-01-10 00:00:00 +0000 +0000,1,72,31.5347222222222222
2023-01-11 00:00:00 +0000 +0000,2,78,35.9444444444444444
2023-01-12 00:00:00 +0000 +0000,1,76,34.9826388888888889
2023-01-13 00:00:00 +0000 +0000,8,81,39.5486111111111111
2023-01-14 00:00:00 +0000 +0000,1,56,26.0243055555555556
2023-01-15 00:00:00 +0000 +0000,1,42,14.4097222222222222
2023-01-16 00:00:00 +0000 +0000,1,67,28.1805555555555556
2023-01-17 00:00:00 +0000 +0000,1,76,33.1180555555555556
2023-01-18 00:00:00 +0000 +0000,1,72,33.5347222222222222
2023-01-19 00:00:00 +0000 +0000,1,76,34.1736111111111111
2023-01-20 00:00:00 +0000 +0000,1,90,36.5298245614035088
2023-01-21 00:00:00 +0000 +0000,1,65,31.7222222222222222
2023-01-22 00:00:00 +0000 +0000,1,51,20.9018181818181818
2023-01-23 00:00:00 +0000 +0000,1,74,31.1423611111111111
2023-01-24 00:00:00 +0000 +0000,1,80,36.9791666666666667
2023-01-25 00:00:00 +0000 +0000,4,81,39.2777777777777778
2023-01-26 00:00:00 +0000 +0000,1,78,35.4479166666666667
2023-01-27 00:00:00 +0000 +0000,1,72,41.7982832618025751
2023-01-28 00:00:00 +0000 +0000,1,74,33.9930555555555556
2023-01-29 00:00:00 +0000 +0000,1,60,25.7447552447552448
2023-01-30 00:00:00 +0000 +0000,1,74,36.5069444444444444
2023-01-31 00:00:00 +0000 +0000,1,81,39.8974358974358974
2023-02-01 00:00:00 +0000 +0000,11,81,39.8710801393728223
2023-02-02 00:00:00 +0000 +0000,1,78,35.3750000000000000
2023-02-03 00:00:00 +0000 +0000,6,74,34.9965034965034965
2023-02-04 00:00:00 +0000 +0000,1,76,33.6619718309859155
2023-02-05 00:00:00 +0000 +0000,1,45,22.5191637630662021
2023-02-06 00:00:00 +0000 +0000,13,67,36.8680555555555556
2023-02-07 00:00:00 +0000 +0000,9,62,29.4119718309859155
2023-02-08 00:00:00 +0000 +0000,11,58,29.1783216783216783
2023-02-09 00:00:00 +0000 +0000,9,76,31.2323943661971831
2023-02-10 00:00:00 +0000 +0000,4,69,28.1263157894736842
2023-02-11 00:00:00 +0000 +0000,1,51,20.1149825783972125
2023-02-12 00:00:00 +0000 +0000,1,44,15.4699646643109541
2023-02-13 00:00:00 +0000 +0000,4,76,30.7361111111111111
2023-02-14 00:00:00 +0000 +0000,1,78,35.1145833333333333
2023-02-15 00:00:00 +0000 +0000,1,71,32.2187500000000000
2023-02-16 00:00:00 +0000 +0000,1,74,31.3472222222222222
2023-02-17 00:00:00 +0000 +0000,2,72,32.0451388888888889
2023-02-18 00:00:00 +0000 +0000,2,60,27.2569444444444444
2023-02-19 00:00:00 +0000 +0000,1,53,19.5729166666666667
2023-02-20 00:00:00 +0000 +0000,1,74,29.3993055555555556
2023-02-21 00:00:00 +0000 +0000,1,72,32.4335664335664336
2023-02-22 00:00:00 +0000 +0000,1,72,31.8437500000000000
2023-02-23 00:00:00 +0000 +0000,1,71,31.8020833333333333
2023-02-24 00:00:00 +0000 +0000,1,69,31.5381944444444444
2023-02-25 00:00:00 +0000 +0000,1,63,30.9100719424460432
2023-02-26 00:00:00 +0000 +0000,1,49,19.1701388888888889
2023-02-27 00:00:00 +0000 +0000,1,63,28.4295774647887324
2023-02-28 00:00:00 +0000 +0000,1,74,37.7395833333333333
2023-03-01 00:00:00 +0000 +0000,4,74,36.0836236933797909
2023-03-02 00:00:00 +0000 +0000,1,72,33.2569444444444444
2023-03-03 00:00:00 +0000 +0000,1,71,30.9444444444444444
2023-03-04 00:00:00 +0000 +0000,1,63,30.4390243902439024
2023-03-05 00:00:00 +0000 +0000,1,47,21.9252669039145907
2023-03-06 00:00:00 +0000 +0000,2,67,28.9583333333333333
2023-03-07 00:00:00 +0000 +0000,1,67,30.3684210526315789
2023-03-08 00:00:00 +0000 +0000,1,74,35.4930555555555556
2023-03-09 00:00:00 +0000 +0000,1,69,32.4027777777777778
2023-03-10 00:00:00 +0000 +0000,1,71,33.5138888888888889
2023-03-11 00:00:00 +0000 +0000,1,71,30.1298245614035088
2023-03-12 00:00:00 +0000 +0000,1,47,21.1707317073170732
2023-03-13 00:00:00 +0000 +0000,1,69,30.2385964912280702
2023-03-14 00:00:00 +0000 +0000,1,71,32.4650349650349650
2023-03-15 00:00:00 +0000 +0000,1,74,34.0486111111111111
2023-03-16 00:00:00 +0000 +0000,1,76,38.1284722222222222
2023-03-17 00:00:00 +0000 +0000,8,81,44.9861111111111111
2023-03-18 00:00:00 +0000 +0000,4,74,29.9659090909090909
2023-03-19 00:00:00 +0000 +0000,6,63,23.6000000000000000
2023-03-20 00:00:00 +0000 +0000,1,74,31.9701492537313433
2023-03-21 00:00:00 +0000 +0000,1,78,37.4636363636363636
2023-03-22 00:00:00 +0000 +0000,1,90,42.3188405797101449
2023-03-23 00:00:00 +0000 +0000,1,72,26.5571955719557196
2023-03-24 00:00:00 +0000 +0000,1,78,27.0072992700729927
2023-03-25 00:00:00 +0000 +0000,1,51,19.6102941176470588
2023-03-26 00:00:00 +0000 +0000,1,44,9.3258426966292135
2023-03-27 00:00:00 +0000 +0000,1,69,28.7924528301886792
2023-03-28 00:00:00 +0000 +0000,6,69,35.6421052631578947
2023-03-29 00:00:00 +0000 +0000,1,81,30.4200000000000000
2023-03-30 00:00:00 +0000 +0000,1,78,22.9156626506024096
2023-03-31 00:00:00 +0000 +0000,1,80,30.0797101449275362
2023-04-01 00:00:00 +0000 +0000,1,67,26.4431818181818182
2023-04-02 00:00:00 +0000 +0000,1,60,19.9860627177700348
2023-04-03 00:00:00 +0000 +0000,1,71,28.7743055555555556
2023-04-04 00:00:00 +0000 +0000,1,83,34.2703703703703704
2023-04-05 00:00:00 +0000 +0000,1,81,32.6979166666666667
2023-04-06 00:00:00 +0000 +0000,1,89,33.4412811387900356
2023-04-07 00:00:00 +0000 +0000,2,80,25.4892086330935252
2023-04-08 00:00:00 +0000 +0000,1,72,29.9787234042553191
2023-04-09 00:00:00 +0000 +0000,1,58,20.9104477611940299
2023-04-10 00:00:00 +0000 +0000,1,81,34.1348314606741573
2023-04-11 00:00:00 +0000 +0000,1,85,37.3478260869565217
2023-04-12 00:00:00 +0000 +0000,6,87,36.2511848341232227
2023-04-13 00:00:00 +0000 +0000,1,76,22.9517241379310345
2023-04-14 00:00:00 +0000 +0000,1,83,32.5851063829787234
2023-04-15 00:00:00 +0000 +0000,1,63,29.0833333333333333
2023-04-16 00:00:00 +0000 +0000,1,49,16.2968197879858657
2023-04-17 00:00:00 +0000 +0000,1,74,31.2822299651567944
2023-04-18 00:00:00 +0000 +0000,1,76,32.9894366197183099
2023-04-19 00:00:00 +0000 +0000,1,69,30.1083916083916084
2023-04-20 00:00:00 +0000 +0000,1,63,19.2544802867383513
2023-04-21 00:00:00 +0000 +0000,1,80,33.5139860139860140
2023-04-22 00:00:00 +0000 +0000,1,72,36.7508771929824561
2023-04-23 00:00:00 +0000 +0000,11,58,41.4700000000000000
2023-04-24 00:00:00 +0000 +0000,1,62,22.8369565217391304
2023-04-25 00:00:00 +0000 +0000,1,74,43.4808743169398907
2023-04-26 00:00:00 +0000 +0000,1,69,35.0883392226148410
2023-04-27 00:00:00 +0000 +0000,1,78,40.0174825174825175
2023-04-28 00:00:00 +0000 +0000,1,76,37.7874564459930314
2023-04-29 00:00:00 +0000 +0000,1,71,35.9090909090909091
2023-04-30 00:00:00 +0000 +0000,1,62,29.3461538461538462
2023-05-01 00:00:00 +0000 +0000,1,51,21.6319444444444444
2023-05-02 00:00:00 +0000 +0000,1,69,35.3006993006993007
2023-05-03 00:00:00 +0000 +0000,1,71,34.9688581314878893
2023-05-04 00:00:00 +0000 +0000,1,71,36.4636678200692042
2023-05-05 00:00:00 +0000 +0000,1,67,33.6466431095406360
2023-05-06 00:00:00 +0000 +0000,1,67,33.4169611307420495
2023-05-07 00:00:00 +0000 +0000,17,69,42.3776223776223776
2023-05-08 00:00:00 +0000 +0000,1,72,32.9034482758620690
2023-05-09 00:00:00 +0000 +0000,1,74,33.1672473867595819
2023-05-10 00:00:00 +0000 +0000,1,67,31.8280701754385965
2023-05-11 00:00:00 +0000 +0000,1,72,33.3189964157706093
2023-05-12 00:00:00 +0000 +0000,9,71,44.2804232804232804
2023-05-13 00:00:00 +0000 +0000,1,63,28.4982578397212544
2023-05-14 00:00:00 +0000 +0000,1,26,4.6515679442508711
2023-05-15 00:00:00 +0000 +0000,1,60,22.8767605633802817
2023-05-16 00:00:00 +0000 +0000,1,69,32.3993055555555556
2023-05-17 00:00:00 +0000 +0000,1,72,37.2132867132867133
2023-05-18 00:00:00 +0000 +0000,6,81,58.1875000000000000
2023-05-19 00:00:00 +0000 +0000,1,49,20.3228070175438596
2023-05-20 00:00:00 +0000 +0000,1,54,24.7118055555555556
2023-05-21 00:00:00 +0000 +0000,1,54,24.0034965034965035
2023-05-22 00:00:00 +0000 +0000,1,63,28.9198606271777003
2023-05-23 00:00:00 +0000 +0000,1,67,31.0312500000000000
2023-05-24 00:00:00 +0000 +0000,1,71,32.5052631578947368
2023-05-25 00:00:00 +0000 +0000,1,71,33.3854166666666667
2023-05-26 00:00:00 +0000 +0000,1,71,34.2791519434628975
2023-05-27 00:00:00 +0000 +0000,1,69,32.6933797909407666
2023-05-28 00:00:00 +0000 +0000,1,40,14.7881944444444444
2023-05-29 00:00:00 +0000 +0000,4,63,29.6620209059233449
2023-05-30 00:00:00 +0000 +0000,1,71,33.9142857142857143
2023-05-31 00:00:00 +0000 +0000,1,72,33.6306620209059233
2023-06-01 00:00:00 +0000 +0000,1,71,36.1490909090909091
2023-06-02 00:00:00 +0000 +0000,4,67,47.7875647668393782
2023-06-03 00:00:00 +0000 +0000,1,69,40.3622047244094488
2023-06-04 00:00:00 +0000 +0000,1,54,25.7035573122529644
2023-06-05 00:00:00 +0000 +0000,1,65,33.8875000000000000
2023-06-06 00:00:00 +0000 +0000,1,71,36.0142348754448399
2023-06-07 00:00:00 +0000 +0000,1,78,36.7338403041825095
2023-06-08 00:00:00 +0000 +0000,1,72,37.3170731707317073
2023-06-09 00:00:00 +0000 +0000,1,74,37.5587188612099644
2023-06-10 00:00:00 +0000 +0000,1,71,35.6596491228070175
2023-06-11 00:00:00 +0000 +0000,1,54,24.0349344978165939
2023-06-12 00:00:00 +0000 +0000,1,65,33.0347222222222222
2023-06-13 00:00:00 +0000 +0000,1,67,34.5971223021582734
2023-06-14 00:00:00 +0000 +0000,1,72,35.9399293286219081
2023-06-15 00:00:00 +0000 +0000,1,78,37.7307692307692308
2023-06-16 00:00:00 +0000 +0000,1,71,36.3169014084507042
2023-06-17 00:00:00 +0000 +0000,6,69,33.8846153846153846
2023-06-18 00:00:00 +0000 +0000,1,53,24.4895104895104895
2023-06-19 00:00:00 +0000 +0000,1,71,34.5524475524475524
2023-06-20 00:00:00 +0000 +0000,1,74,37.0175438596491228
2023-06-21 00:00:00 +0000 +0000,1,74,38.4808362369337979
2023-06-22 00:00:00 +0000 +0000,1,72,39.1875000000000000
2023-06-23 00:00:00 +0000 +0000,1,65,36.7577854671280277
2023-06-24 00:00:00 +0000 +0000,2,47,33.1069767441860465
2023-06-25 00:00:00 +0000 +0000,1,31,14.1185770750988142
2023-06-26 00:00:00 +0000 +0000,1,31,13.3381294964028777
2023-06-27 00:00:00 +0000 +0000,1,26,7.8850574712643678
2023-06-28 00:00:00 +0000 +0000,1,36,14.0975609756097561
2023-06-29 00:00:00 +0000 +0000,1,40,16.9116607773851590
2023-06-30 00:00:00 +0000 +0000,1,38,15.1881533101045296
2023-07-01 00:00:00 +0000 +0000,1,29,13.5400696864111498
2023-07-02 00:00:00 +0000 +0000,1,24,8.6507936507936508
2023-07-03 00:00:00 +0000 +0000,1,54,22.7984496124031008
2023-07-04 00:00:00 +0000 +0000,1,63,27.0385964912280702
2023-07-05 00:00:00 +0000 +0000,11,63,40.2463768115942029
2023-07-06 00:00:00 +0000 +0000,1,67,31.1307420494699647
2023-07-07 00:00:00 +0000 +0000,1,67,32.8790035587188612
2023-07-08 00:00:00 +0000 +0000,4,60,32.7429718875502008
2023-07-09 00:00:00 +0000 +0000,1,45,21.2482517482517483
2023-07-10 00:00:00 +0000 +0000,2,63,39.4654377880184332
2023-07-11 00:00:00 +0000 +0000,1,69,33.1631944444444444
2023-07-12 00:00:00 +0000 +0000,1,72,34.5614035087719298
2023-07-13 00:00:00 +0000 +0000,1,67,32.9477351916376307
2023-07-14 00:00:00 +0000 +0000,1,69,33.5000000000000000
2023-07-15 00:00:00 +0000 +0000,1,38,23.1805555555555556
2023-07-16 00:00:00 +0000 +0000,8,38,27.3233532934131737
2023-07-17 00:00:00 +0000 +0000,1,65,29.6013986013986014
2023-07-18 00:00:00 +0000 +0000,1,65,30.8013937282229965
2023-07-19 00:00:00 +0000 +0000,1,67,31.4349315068493151
2023-07-20 00:00:00 +0000 +0000,15,69,42.4852941176470588
2023-07-21 00:00:00 +0000 +0000,1,63,30.8571428571428571
2023-07-22 00:00:00 +0000 +0000,1,49,25.2982456140350877
2023-07-23 00:00:00 +0000 +0000,1,40,18.5111111111111111
2023-07-24 00:00:00 +0000 +0000,1,63,30.4250871080139373
2023-07-25 00:00:00 +0000 +0000,11,65,42.4090909090909091
2023-07-26 00:00:00 +0000 +0000,1,60,30.2945454545454545
2023-07-27 00:00:00 +0000 +0000,1,69,34.2961672473867596
2023-07-28 00:00:00 +0000 +0000,1,65,31.0312500000000000
2023-07-29 00:00:00 +0000 +0000,1,47,25.5791366906474820
2023-07-30 00:00:00 +0000 +0000,1,40,18.2613240418118467
2023-07-31 00:00:00 +0000 +0000,1,60,27.3663003663003663
2023-08-01 00:00:00 +0000 +0000,1,67,30.5587188612099644
2023-08-02 00:00:00 +0000 +0000,1,69,30.5574912891986063
2023-08-03 00:00:00 +0000 +0000,1,65,30.6783216783216783
2023-08-04 00:00:00 +0000 +0000,1,62,30.9860627177700348
2023-08-05 00:00:00 +0000 +0000,1,44,24.0279720279720280
2023-08-06 00:00:00 +0000 +0000,2,38,23.3641025641025641
2023-08-07 00:00:00 +0000 +0000,1,67,33.7973568281938326
2023-08-08 00:00:00 +0000 +0000,1,65,29.2704626334519573
2023-08-09 00:00:00 +0000 +0000,1,71,30.0349650349650350
2023-08-10 00:00:00 +0000 +0000,1,63,30.8229166666666667
2023-08-11 00:00:00 +0000 +0000,1,62,31.5069930069930070
2023-08-12 00:00:00 +0000 +0000,1,47,24.6491228070175439
2023-08-13 00:00:00 +0000 +0000,1,40,17.8327526132404181
2023-08-14 00:00:00 +0000 +0000,1,67,28.7377622377622378
2023-08-15 00:00:00 +0000 +0000,1,63,29.2071428571428571
2023-08-16 00:00:00 +0000 +0000,1,67,30.1745454545454545
2023-08-17 00:00:00 +0000 +0000,1,67,29.7979094076655052
2023-08-18 00:00:00 +0000 +0000,1,67,30.4965034965034965
2023-08-19 00:00:00 +0000 +0000,1,53,26.7657342657342657
2023-08-20 00:00:00 +0000 +0000,1,40,21.8192307692307692
2023-08-21 00:00:00 +0000 +0000,1,65,29.6254416961130742
2023-08-22 00:00:00 +0000 +0000,1,71,31.2361111111111111
2023-08-23 00:00:00 +0000 +0000,1,67,31.6748251748251748
2023-08-24 00:00:00 +0000 +0000,1,65,28.7350427350427350
2023-08-25 00:00:00 +0000 +0000,1,69,32.2048611111111111
2023-08-26 00:00:00 +0000 +0000,1,51,26.9340277777777778
2023-08-27 00:00:00 +0000 +0000,1,45,19.6759581881533101
2023-08-28 00:00:00 +0000 +0000,1,62,28.8819444444444444
2023-08-29 00:00:00 +0000 +0000,1,72,34.0520833333333333
2023-08-30 00:00:00 +0000 +0000,1,42,20.3437500000000000
2023-08-31 00:00:00 +0000 +0000,1,67,30.3449477351916376
2023-09-01 00:00:00 +0000 +0000,1,65,30.7916666666666667
2023-09-02 00:00:00 +0000 +0000,1,54,28.0520833333333333
2023-09-03 00:00:00 +0000 +0000,1,45,22.3680555555555556
2023-09-04 00:00:00 +0000 +0000,1,69,30.7735191637630662
2023-09-05 00:00:00 +0000 +0000,1,71,34.4305555555555556
2023-09-06 00:00:00 +0000 +0000,1,74,33.5416666666666667
2023-09-07 00:00:00 +0000 +0000,1,74,35.8496503496503497
2023-09-08 00:00:00 +0000 +0000,1,72,42.7066666666666667
2023-09-09 00:00:00 +0000 +0000,1,63,32.1916376306620209
2023-09-10 00:00:00 +0000 +0000,1,49,21.1222222222222222
2023-09-11 00:00:00 +0000 +0000,1,63,28.4125874125874126
2023-09-12 00:00:00 +0000 +0000,1,67,32.4624060150375940
2023-09-13 00:00:00 +0000 +0000,1,67,31.3951048951048951
2023-09-14 00:00:00 +0000 +0000,1,67,39.3648648648648649
2023-09-15 00:00:00 +0000 +0000,1,67,31.6113074204946996
2023-09-16 00:00:00 +0000 +0000,1,62,30.6527777777777778
2023-09-17 00:00:00 +0000 +0000,1,49,22.6027874564459930
2023-09-18 00:00:00 +0000 +0000,1,69,30.2125435540069686
2023-09-19 00:00:00 +0000 +0000,1,65,31.2020905923344948
2023-09-20 00:00:00 +0000 +0000,1,72,31.6807017543859649
